Id,Category
1061,1
1062,0
1063,1
1064,1
1065,0
1066,1
1067,0
1068,0
1069,1
1070,0
1071,1
1072,0
1073,1
1074,1
1075,0
1076,1
1077,1
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,0
1085,1
1086,1
1087,1
1088,1
1089,0
1090,1
1091,1
1092,1
1093,0
1094,0
1095,0
1096,0
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,1
1105,0
1106,1
1107,1
1108,0
1109,1
1110,0
1111,1
1112,1
1113,0
1114,1
1115,1
1116,0
1117,0
1118,1
1119,1
1120,0
1121,0
1122,0
1123,1
1124,1
1125,1
1126,0
1127,1
1128,0
1129,0
1130,0
1131,0
1132,0
1133,1
1134,1
1135,0
1136,1
1137,0
1138,0
1139,1
1140,0
1141,0
1142,1
1143,1
1144,0
1145,1
1146,0
1147,1
1148,0
1149,1
1150,1
1151,0
1152,0
1153,0
1154,1
1155,0
1156,1
1157,1
1158,1
1159,1
1160,0
1161,1
1162,0
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,1
1173,0
1174,0
1175,1
1176,1
1177,0
1178,0
1179,1
1180,0
1181,1
1182,1
1183,0
1184,0
1185,1
1186,0
1187,0
1188,1
1189,1
1190,0
1191,1
1192,0
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,0
1202,0
1203,0
1204,0
1205,1
1206,0
1207,1
1208,0
1209,1
1210,1
1211,1
1212,0
1213,1
1214,0
1215,1
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,1
1224,0
1225,1
1226,0
1227,0
1228,1
1229,1
1230,0
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,0
1239,1
1240,0
1241,0
1242,1
1243,0
1244,0
1245,1
1246,1
1247,1
1248,0
1249,1
1250,1
1251,0
1252,1
1253,0
1254,0
1255,1
1256,0
1257,1
1258,1
1259,1
1260,1
1261,0
1262,1
1263,0
1264,1
1265,1
1266,1
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,1
1275,0
1276,1
1277,0
1278,0
1279,0
1280,0
1281,1
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,0
1289,0
1290,0
1291,0
1292,1
1293,0
1294,1
1295,1
1296,0
1297,0
1298,1
1299,1
1300,1
1301,0
1302,1
1303,0
1304,1
1305,1
1306,0
1307,1
1308,0
1309,0
1310,1
1311,0
1312,1
1313,1
1314,0
1315,1
1316,0
1317,1
1318,1
1319,1
1320,0
1321,1
1322,1
1323,0
1324,1
1325,1
1326,0
1327,1
1328,0
1329,1
1330,0
1331,1
1332,1
1333,1
1334,1
1335,0
1336,1
1337,1
1338,0
1339,0
1340,1
1341,0
1342,0
1343,1
1344,1
1345,0
1346,1
1347,0
1348,0
1349,0
1350,0
1351,0
1352,1
1353,1
1354,0
1355,0
1356,0
1357,1
1358,0
1359,1
1360,1
1361,0
1362,1
1363,0
1364,1
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,0
1372,1
1373,1
1374,1
1375,0
1376,0
1377,0
1378,0
1379,0
1380,1
1381,1
1382,0
1383,0
1384,1
1385,0
1386,1
1387,1
1388,0
1389,0
1390,0
1391,1
1392,0
1393,0
1394,1
1395,0
1396,0
1397,0
1398,1
1399,0
1400,0
1401,1
1402,0
1403,1
1404,0
1405,0
1406,1
1407,1
1408,0
1409,1
1410,0
1411,1
1412,0
1413,1
1414,1
1415,1
1416,0
1417,0
1418,0
1419,1
1420,1
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,0
1428,0
1429,0
1430,1
1431,0
1432,1
1433,1
1434,1
1435,0
1436,0
1437,1
1438,0
1439,0
1440,1
1441,1
1442,0
1443,0
1444,1
1445,1
1446,0
1447,0
1448,0
1449,1
1450,1
1451,0
1452,1
1453,0
1454,0
1455,1
1456,0
1457,0
1458,1
1459,0
1460,0
1461,0
1462,1
1463,0
1464,0
1465,0
1466,1
1467,1
1468,0
1469,1
1470,0
1471,0
1472,0
1473,1
1474,1
1475,1
1476,0
1477,1
1478,1
1479,0
1480,1
1481,1
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,1
1489,0
1490,0
1491,1
1492,0
1493,0
1494,1
1495,0
1496,0
1497,1
1498,0
1499,0
1500,0
1501,0
1502,1
1503,1
1504,1
1505,0
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,1
1513,0
1514,0
1515,1
1516,1
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,1
1524,0
1525,0
1526,0
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,0
1540,1
1541,0
1542,0
1543,0
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,1
1551,1
1552,0
1553,0
1554,1
1555,0
1556,0
1557,1
1558,1
1559,0
1560,1
1561,0
1562,0
1563,1
1564,1
1565,0
1566,0
1567,0
1568,1
1569,1
1570,0
1571,0
1572,0
1573,1
1574,1
1575,1
1576,0
1577,0
1578,1
1579,0
1580,1
1581,0
1582,1
1583,0
1584,0
1585,1
1586,0
1587,0
1588,0
1589,0
1590,0
1591,1
1592,0
1593,1
1594,1
1595,1
1596,1
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,1
1604,0
1605,0
1606,0
1607,1
1608,0
1609,1
1610,1
1611,0
1612,0
1613,0
1614,1
1615,0
1616,0
1617,0
1618,1
1619,1
1620,1
1621,1
1622,0
1623,0
1624,0
1625,1
1626,0
1627,0
1628,1
1629,0
1630,1
1631,1
1632,1
1633,0
1634,0
1635,0
1636,0
1637,1
1638,0
1639,0
1640,1
1641,1
1642,1
1643,1
1644,0
1645,1
1646,1
1647,1
1648,1
1649,0
1650,0
1651,1
1652,1
1653,0
1654,0
1655,0
1656,1
1657,0
1658,0
1659,1
1660,1
1661,1
1662,1
1663,0
1664,0
1665,0
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,0
1674,1
1675,1
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,1
1683,0
1684,0
1685,0
1686,0
1687,0
1688,1
1689,1
1690,0
1691,1
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,1
1699,0
1700,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,0
1707,1
1708,0
1709,0
1710,0
1711,1
1712,0
1713,0
1714,1
1715,0
1716,0
1717,1
1718,1
1719,1
1720,1
1721,1
1722,0
1723,1
1724,0
1725,0
1726,1
1727,0
1728,0
1729,0
1730,0
1731,1
1732,1
1733,1
1734,1
1735,0
1736,1
1737,0
1738,0
1739,1
1740,1
1741,1
1742,1
1743,0
1744,1
1745,0
1746,0
1747,0
1748,0
1749,1
1750,1
1751,1
1752,0
1753,0
1754,1
1755,1
1756,0
1757,0
1758,0
1759,1
1760,1
1761,1
1762,0
1763,0
1764,0
1765,1
1766,1
1767,0
1768,1
1769,1
1770,1
1771,1
1772,0
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,0
1782,1
1783,0
1784,0
1785,0
1786,1
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,1
1794,1
1795,0
1796,1
1797,1
1798,1
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,0
1811,0
1812,1
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,0
1820,1
1821,0
1822,1
1823,1
1824,1
1825,0
1826,1
1827,0
1828,0
1829,1
1830,0
1831,0
1832,0
1833,0
1834,0
1835,1
1836,0
1837,0
1838,1
1839,1
1840,0
1841,0
1842,0
1843,1
1844,1
1845,1
1846,0
1847,0
1848,1
1849,1
1850,0
1851,1
1852,0
1853,1
1854,1
1855,1
1856,0
1857,0
1858,0
1859,0
1860,1
1861,0
1862,0
1863,1
1864,1
1865,0
1866,1
1867,1
1868,1
1869,0
1870,0
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,0
1878,1
1879,1
1880,0
1881,1
1882,1
1883,1
1884,0
1885,1
1886,0
1887,0
1888,1
1889,0
1890,1
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,0
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,1
1905,1
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1915,1
1916,1
1917,0
1918,1
1919,0
1920,1
1921,1
1922,1
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,0
1930,0
1931,1
1932,1
1933,1
1934,1
1935,0
1936,0
1937,0
1938,1
1939,1
1940,1
1941,0
1942,0
1943,1
1944,1
1945,0
1946,0
1947,1
1948,1
1949,0
1950,0
1951,1
1952,1
1953,0
1954,0
1955,0
1956,1
1957,1
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,1
1971,0
1972,0
1973,0
1974,0
1975,0
1976,1
1977,0
1978,1
1979,1
1980,0
1981,0
1982,0
1983,1
1984,0
1985,0
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,0
1993,0
1994,1
1995,0
1996,0
1997,1
1998,1
1999,1
2000,0
2001,0
2002,0
2003,1
2004,0
2005,0
2006,1
2007,0
2008,0
2009,0
2010,1
2011,1
2012,0
2013,1
2014,0
2015,1
2016,1
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,1
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,1
2032,0
2033,0
2034,0
2035,0
2036,1
2037,0
2038,1
2039,0
2040,0
2041,1
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,1
2054,1
2055,1
2056,0
2057,1
2058,0
2059,0
2060,0
2061,1
2062,1
2063,0
2064,1
2065,1
2066,1
2067,1
2068,0
2069,1
2070,0
2071,0
2072,0
2073,1
2074,1
2075,0
2076,0
2077,1
2078,0
2079,1
2080,0
2081,1
2082,1
2083,1
2084,1
2085,1
2086,0
2087,0
2088,0
2089,0
2090,1
2091,1
2092,0
2093,0
2094,0
2095,1
2096,1
2097,0
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,0
2105,1
2106,0
2107,0
2108,1
2109,0
2110,1
2111,1
2112,0
2113,0
2114,1
2115,0
2116,0
2117,1
2118,0
2119,1
2120,0
2121,0
2122,1
2123,0
2124,0
2125,0
2126,0
2127,0
2128,1
2129,0
2130,0
2131,1
2132,0
2133,0
2134,1
2135,1
2136,0
2137,0
2138,0
2139,0
2140,1
2141,1
2142,1
2143,0
2144,0
2145,0
2146,1
2147,1
2148,1
2149,0
2150,1
2151,0
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,0
2159,0
2160,1
2161,1
2162,0
2163,1
2164,0
2165,1
2166,1
2167,1
2168,0
2169,1
2170,0
2171,1
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,1
2179,1
2180,0
2181,1
2182,1
2183,0
2184,0
2185,0
2186,1
2187,0
2188,1
2189,0
2190,0
2191,0
2192,0
2193,0
2194,1
2195,1
2196,0
2197,1
2198,0
2199,0
2200,0
2201,1
2202,0
2203,1
2204,0
2205,1
2206,0
2207,0
2208,1
2209,0
2210,0
2211,1
2212,1
2213,0
2214,1
2215,0
2216,1
2217,0
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,1
2225,0
2226,0
2227,0
2228,0
2229,1
2230,1
2231,0
2232,0
2233,1
2234,1
2235,0
2236,0
2237,0
2238,1
2239,0
2240,0
2241,0
2242,0
2243,1
2244,0
2245,1
2246,1
2247,1
2248,1
2249,0
2250,0
2251,0
2252,0
2253,1
2254,0
2255,1
2256,0
2257,1
2258,1
2259,1
2260,1
2261,1
2262,0
2263,1
2264,1
2265,1
2266,0
2267,0
2268,0
2269,1
2270,0
2271,1
2272,1
2273,1
2274,1
2275,1
2276,0
2277,1
2278,0
2279,1
2280,0
2281,1
2282,0
2283,0
2284,1
2285,0
2286,0
2287,1
2288,0
2289,1
2290,1
2291,0
2292,1
2293,0
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,1
2301,1
2302,0
2303,1
2304,1
2305,1
2306,0
2307,0
2308,0
2309,0
2310,1
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,1
2319,1
2320,0
2321,0
2322,1
2323,0
2324,1
2325,0
2326,1
2327,0
2328,1
2329,0
2330,1
2331,0
2332,1
2333,0
2334,0
2335,0
2336,0
2337,0
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,0
2348,1
2349,0
2350,0
2351,0
2352,0
2353,1
2354,1
2355,0
2356,1
2357,1
2358,1
2359,0
2360,1
2361,0
2362,1
2363,1
2364,1
2365,0
2366,0
2367,1
2368,1
2369,1
2370,1
2371,0
2372,1
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,0
2382,1
2383,1
2384,0
2385,1
2386,0
2387,0
2388,0
2389,1
2390,0
2391,0
2392,0
2393,1
2394,1
2395,0
2396,1
2397,0
2398,0
2399,1
2400,0
2401,0
2402,0
2403,0
2404,1
2405,1
2406,0
2407,1
2408,0
2409,1
2410,0
2411,1
2412,1
2413,0
2414,0
2415,1
2416,0
2417,1
2418,0
2419,0
2420,1
2421,0
2422,0
2423,0
2424,0
2425,0
2426,1
2427,0
2428,1
2429,0
2430,0
2431,0
2432,1
2433,0
2434,0
2435,0
2436,1
2437,0
2438,0
2439,1
2440,1
2441,1
2442,0
2443,1
2444,1
2445,0
2446,1
2447,1
2448,0
2449,1
2450,1
2451,0
2452,1
2453,0
2454,0
2455,0
2456,0
2457,1
2458,0
2459,1
2460,1
2461,1
2462,0
2463,1
2464,1
2465,1
2466,1
2467,1
2468,1
2469,0
2470,1
2471,1
2472,0
2473,1
2474,1
2475,0
2476,0
2477,1
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,1
2485,0
2486,0
2487,1
2488,0
2489,0
2490,1
2491,0
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,1
2511,0
2512,0
2513,1
2514,0
2515,1
2516,0
2517,0
2518,0
2519,1
2520,1
2521,1
2522,0
2523,0
2524,0
2525,1
2526,1
2527,1
2528,0
2529,0
2530,0
2531,1
2532,0
2533,0
2534,0
2535,1
2536,1
2537,0
2538,0
2539,1
2540,0
2541,1
2542,1
2543,0
2544,1
2545,0
2546,1
2547,0
2548,0
2549,0
2550,0
2551,0
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,1
2559,0
2560,1
2561,1
2562,0
2563,0
2564,1
2565,1
2566,0
2567,1
2568,1
2569,0
2570,1
2571,0
2572,1
2573,0
2574,0
2575,0
2576,0
2577,1
2578,0
2579,1
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,1
2588,1
2589,0
2590,1
2591,1
2592,0
2593,1
2594,0
2595,0
2596,1
2597,0
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,0
2605,0
2606,1
2607,1
2608,1
2609,1
2610,1
2611,0
2612,1
2613,0
2614,0
2615,0
2616,0
2617,1
2618,0
2619,1
2620,1
2621,1
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,1
2629,0
2630,0
2631,0
2632,0
2633,1
2634,0
2635,0
2636,0
2637,0
2638,0
2639,1
2640,1
2641,0
2642,1
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,1
2651,1
2652,0
2653,0
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,1
2671,0
2672,1
2673,0
2674,1
2675,1
2676,1
2677,1
2678,1
2679,0
2680,0
2681,1
2682,1
2683,0
2684,0
2685,0
2686,1
2687,0
2688,1
2689,1
2690,1
2691,0
2692,1
2693,0
2694,0
2695,1
2696,0
2697,0
2698,1
2699,0
2700,1
2701,1
2702,1
2703,0
2704,1
2705,0
2706,0
2707,1
2708,0
2709,0
2710,1
2711,0
2712,0
2713,1
2714,0
2715,1
2716,0
2717,0
2718,0
2719,1
2720,1
2721,0
2722,0
2723,0
2724,0
2725,1
2726,1
2727,0
2728,0
2729,1
2730,1
2731,1
2732,1
2733,1
2734,0
2735,1
2736,0
2737,0
2738,0
2739,1
2740,0
2741,0
2742,1
2743,1
2744,1
2745,1
2746,1
2747,0
2748,0
2749,1
2750,1
2751,0
2752,0
2753,0
2754,0
2755,0
2756,1
2757,0
2758,1
2759,0
2760,1
2761,1
2762,1
2763,1
2764,0
2765,0
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,0
2773,0
2774,1
2775,1
2776,1
2777,0
2778,0
2779,1
2780,0
2781,1
2782,0
2783,1
2784,1
2785,1
2786,1
2787,1
2788,0
2789,1
2790,1
2791,1
2792,1
2793,0
2794,1
2795,0
2796,1
2797,1
2798,1
2799,0
2800,1
2801,0
2802,0
2803,1
2804,0
2805,0
2806,0
2807,1
2808,0
2809,0
2810,1
2811,1
2812,0
2813,1
2814,0
2815,1
2816,1
2817,0
2818,0
2819,1
2820,0
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,1
2828,1
2829,0
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,1
2837,1
2838,0
2839,1
2840,1
2841,0
2842,0
2843,0
2844,1
2845,0
2846,0
2847,0
2848,0
2849,1
2850,0
2851,1
2852,0
2853,0
2854,1
2855,0
2856,0
2857,0
2858,0
2859,0
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,1
2867,0
2868,1
2869,1
2870,1
2871,0
2872,0
2873,0
2874,0
2875,0
2876,1
2877,1
2878,1
2879,1
2880,1
2881,0
2882,1
2883,0
2884,0
2885,1
2886,1
2887,1
2888,1
2889,1
2890,0
2891,1
2892,1
2893,0
2894,1
2895,0
2896,1
2897,1
2898,0
2899,1
2900,0
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,1
2908,0
2909,0
2910,1
2911,1
2912,0
2913,0
2914,1
2915,1
2916,0
2917,0
2918,1
2919,1
2920,0
2921,0
2922,0
2923,1
2924,1
2925,1
2926,0
2927,0
2928,1
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,1
2936,1
2937,1
2938,1
2939,0
2940,1
2941,0
2942,1
2943,1
2944,1
2945,0
2946,1
2947,1
2948,0
2949,0
2950,0
2951,1
2952,1
2953,0
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,0
2961,1
2962,0
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,0
2970,0
2971,0
2972,1
2973,1
2974,0
2975,1
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,1
2990,1
2991,1
2992,1
2993,1
2994,0
2995,1
2996,0
