id,value
id_107,6.3651698758129935
id_108,6.049401675753449
id_109,78.46769014566738
id_110,48.037285646490965
id_111,17.02709465060872
id_112,27.803712868289054
id_113,15.26329668470485
id_114,13.65416820685108
id_115,24.951663484159724
id_116,26.59073252692482
id_117,10.487057590327455
id_118,17.82256048622746
id_119,19.4427530938503
id_120,80.62690494224441
id_121,25.61167041498617
id_122,37.33951141493142
id_123,25.227415957373214
id_124,7.39931760737148
id_125,38.50375777760275
id_126,9.132374074519452
id_127,21.97781216306453
id_128,29.062158967569726
id_129,62.81564974408189
id_130,21.773470904932623
id_131,23.184243817902228
id_132,59.162830299266126
id_133,15.212918661900705
id_134,14.17937591314265
id_135,2.7207364024460134
id_136,12.457700059224283
id_137,58.67087875777652
id_138,20.374910639266087
id_139,5.368112451263975
id_140,29.031249157801916
id_141,25.32919857962802
id_142,45.28717430154131
id_143,30.782674852888274
id_144,18.3186321657808
id_145,26.040774943532796
id_146,12.045212713928358
id_147,51.92416727739185
id_148,23.670493067119395
id_149,38.400878127346395
id_150,10.235643594171583
id_151,8.111002770871552
id_152,23.55465445880497
id_153,6.37826863800446
id_154,15.12950243693504
id_155,41.195379969134386
id_156,7.812932279619824
id_157,36.24338201936428
id_158,11.017353927864697
id_159,18.674374347770847
id_160,41.51059637988074
id_161,19.36213466079982
id_162,13.240327404704127
id_163,7.902600306861328
id_164,52.636469078334976
id_165,31.129361851809534
id_166,-0.3586165746292533
id_167,16.36994854366944
id_168,63.67948254424204
id_169,14.284278622579647
id_170,63.699650206964016
id_171,39.24364936028588
id_172,26.889635480052718
id_173,20.414503797659272
id_174,60.92991748687329
id_175,25.131964222737068
id_176,20.978954601388686
id_177,37.5451263925864
id_178,12.563567307952033
id_179,31.159689540337606
id_180,16.66185804671336
id_181,11.837699422317916
id_182,55.710154904711246
id_183,46.454114755302356
id_184,15.564446357623915
id_185,35.17887906642654
id_186,26.196180855006588
id_187,69.19373207939842
id_188,9.996895870466362
id_189,57.90635165584871
id_190,38.437943666329716
id_191,15.510116176600109
id_192,29.091705145970323
id_193,0.2902370841694877
id_194,19.14608285114311
id_195,0.8998391677454886
id_196,33.77343523757661
id_197,10.504382103404318
id_198,18.96375646249452
id_199,60.19468300372951
id_200,24.9247333810978
id_201,25.65207387551682
id_202,64.52286109568595
id_203,10.581124450695143
id_204,9.302899093165808
id_205,11.252674681827704
id_206,7.293813246933384
id_207,1.7139768463277898
id_208,124.00200222879778
id_209,20.66693981977403
id_210,16.237997009453544
id_211,13.876840853801657
id_212,36.3110085829605
id_213,35.98275688158868
id_214,18.86073958565438
id_215,34.80558754055029
id_216,78.66928392459815
id_217,0.4590823971306792
id_218,12.905072141603087
id_219,31.889823925996822
id_220,14.96289692844922
id_221,12.66502686225424
id_222,113.2920224924882
id_223,12.952323793583693
id_224,16.33788529746352
id_225,64.04104396597346
id_226,16.084981753940006
id_227,19.91519155032338
id_228,10.29019521678777
id_229,3.856146968119927
id_230,46.21431876147491
id_231,12.718832108101036
id_232,53.979268066268475
id_233,42.6138728954051
id_234,25.170502354043947
id_235,41.071370457222095
id_236,69.09651552640294
id_237,42.098901430105975
id_238,11.083830352134816
id_239,18.23091656092256
